2021-06-09 09:59:41,967 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 09:59:46,973 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 09:59:51,979 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 09:59:56,985 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:01,992 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:06,999 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:12,006 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:17,012 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:22,022 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:27,028 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:32,035 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:37,037 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:42,044 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:47,054 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:52,060 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:00:57,065 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:02,071 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:07,074 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:12,079 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:17,085 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:22,091 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:27,096 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:32,100 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:37,104 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:42,110 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:42,642 [nRepl-session-d2e30bc4-4da0-42b7-82bd-050c66dd6b03] INFO  luminus.http-server - HTTP server stopped 
2021-06-09 10:01:42,644 [nRepl-session-d2e30bc4-4da0-42b7-82bd-050c66dd6b03] INFO  behumen.env - 
-=[behumen has shut down successfully]=- 
2021-06-09 10:01:42,703 [nRepl-session-d2e30bc4-4da0-42b7-82bd-050c66dd6b03] INFO  behumen.env - 
-=[behumen started successfully using the development profile]=- 
2021-06-09 10:01:43,112 [nRepl-session-d2e30bc4-4da0-42b7-82bd-050c66dd6b03] INFO  luminus.http-server - starting HTTP server on port 3000 
2021-06-09 10:01:47,115 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:51,514 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - Attempting websocket handshake with io.undertow.websockets.core.protocol.version13.Hybi13Handshake@1dab32fe on HttpServerExchange{ GET /api/remote-relay} 
2021-06-09 10:01:51,515 [XNIO-1 I/O-4] DEBUG io.undertow.request - Upgrading request HttpServerExchange{ GET /api/remote-relay} 
2021-06-09 10:01:52,118 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:53,305 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:53,309 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:57,122 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:01:58,318 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:02,127 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:03,323 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:07,138 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:08,330 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:12,144 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:13,341 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:17,150 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:18,346 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
